Location_Code,latitude,longitude,depth,SampleID,time,Temp,Air_Temp,Salinity,Chl_Volume_Filtered,Chl1,Chl2,Avg_Chloro,Phaeo1,Phaeo2,Avg_Phaeo,Phosphate,Silicate,Nitrite,Nitrite_Nitrate,Ammonium,Nitrate,DA_Volume_Filtered,pDA,tDA,dDA,Volume_Settled_for_Counting,Akashiwo_sanguinea,Alexandrium_spp,Dinophysis_spp,Lingulodinium_polyedra,Prorocentrum_spp,Pseudo_nitzschia_delicatissima_group,Pseudo_nitzschia_seriata_group,Ceratium_spp,Cochlodinium_spp,Gymnodinium_spp,Other_Diatoms,Other_Dinoflagellates,Total_Phytoplankton,Sample Depth,Datetime
NP,33.6061,-117.9311,,NP050624,5/6/24,14,,,100,4.65,4.68,4.66,,,,,,,,,,200,0,,,25,7796,0,0,2599,41580,7796,5198,2599,5198,5198,12994,54574,148130,,
CPP,35.170204,-120.740685,0.5,CP240506,5/6/24,11.4,,,100,20.21,20.66,20.43,7.41,6.42,6.91,0.55,10.21,-0.04,5.1,0.32,,200,0,,,25,0,0,0,0,0,169518.4,66101.516,0,0,1066.1534,1655736.2,11727.6875,1904150.1,0.5,
MBF,35.370853,-120.858734,,MBF240506,5/6/24,10.9,,33.6,100,3.88,4.18,4.03,1.21,1.19,1.2,,,,,,,,,,,25,0,0,0,0,0,11727.6875,0,0,0,1066.1534,124206.875,533.0767,137533.8,,
HAB_SCW,36.958,-122.017,,WW050824SC,5/8/24,13.1,,,25,21.17,21.17,21.17,,,,,,,,,,250,0.049856,,,,,640,2875,,,,85750,,,,,,,,
SW,34.408043,-119.68485,1,20240512,5/12/24,12.8,12.9,,188,2.992,,2.992,3.115,,3.115,1.409,15.016,0.23,4.404,30.38,4.174,188,0,,,50,0,0,870,0,1160,47480,7240,0,0,0,74980,42270,174000,1,
SIO,32.867,-117.257,,20240513,5/13/24,17.7,,,100,3.3,3.48,3.39,0.87,0.8,0.83,0.25,4.9,0,,2.17,0.45,200,0,,,,12516,2503,0,3129,25032,65084,6258,0,3755,626,24406,83857,227166,,
SMP,34.008,-118.499,,820,5/13/24,18.1,,,200,,,21.36,,,,0.89,,,,0.366,0.16,200,0.046,,,,0,0,5610,5984,49368,4862,11220,,,11220,7480,11594,108834,,
CPP,35.170204,-120.740685,0.5,CP240513,5/13/24,13.8,,,100,1.23,1.08,1.16,1.27,1.54,1.41,0.43,5.73,-0.07,1.27,0.63,,200,0,,,25,0,0,0,0,533.0767,132736.11,12793.842,0,0,533.0767,278266.06,4797.6904,429659.84,0.5,
MBB,35.32999,-120.844475,,MBB240513,5/14/24,16.6,,31.8,100,3.97,4.1,4.04,2.87,2.68,2.77,,,,,,,,,,,25,0,0,0,0,0,0,0,0,0,1066.1534,6396.921,0,7463.074,,
MBF,35.370853,-120.858734,,MBF240513,5/14/24,12.1,,34.1,100,12.6,14,13.3,9.81,11.07,10.44,,,,,,,,,,,25,0,0,0,0,0,10128.458,50642.29,0,0,1599.2302,2077933.1,1599.2302,2142435.2,,
HAB_SCW,36.958,-122.017,,WW051524SC,5/15/24,12.5,,,25,6.46,6.18,6.32,,,,,,,,,,250,0.010593655,,,,,150,1875,,,,800,,,,,,,,
SIO,32.867,-117.257,,20240520,5/20/24,18.2,,,100,7.86,7.78,7.82,1.27,1.16,1.21,0.17,5.2,0,,1.2,0,200,0,,,,12516,1252,0,55696,23154,3755,0,2504,2503,1252,20651,100754,224037,,
SMP,34.008,-118.499,,821,5/20/24,17.5,,,200,,,21.43,,,,1.33,,,,0.454,,200,0,,,,0,0,5984,1870,3740,0,0,,,0,1496,14212,28050,,
MBB,35.32999,-120.844475,,MBB240520,5/20/24,15.1,,31,100,2.16,2.17,2.16,2.9,2.42,2.66,,,,,,,,,,,25,0,0,0,0,0,0,0,0,0,0,6396.921,1066.1534,7463.074,,
SW,34.408043,-119.68485,1,20240520,5/20/24,10.9,12.8,,188,2.824,,2.824,9.972,,9.972,2.827,22.677,0.287,15.461,17.699,15.174,188,0,,,50,0,0,580,0,290,71510,67160,290,0,0,33580,1450,174860,1,
NP,33.6061,-117.9311,,NP052024,5/20/24,15.5,,,100,10.69,11,10.85,,,,,,,,,,200,0,,,25,7796,12994,2599,0,5198,0,0,18191,64969,15593,51975,64969,254680,,
CPP,35.170204,-120.740685,0.5,CP240520,5/20/24,13.1,,,100,3.38,3.19,3.29,1.34,1.75,1.55,0.93,8.49,0.05,2.23,2.02,,200,0,,,25,0,0,1599.2302,0,1066.1534,11194.611,4264.614,0,0,0,256409.9,34116.91,308651.44,0.5,
MBF,35.370853,-120.858734,,MBF240520,5/20/24,12,,32.8,100,5.02,6.56,5.79,5.63,5.77,5.7,,,,,,,,,,,25,0,0,0,1066.1534,533.0767,10128.458,85825.35,0,0,533.0767,288927.6,8529.228,395542.94,,
HAB_SCW,36.958,-122.017,,WW052224SC,5/22/24,14.8,,,25,9.03,9.36,9.2,,,,,,,,,,250,0,,,,,570,9750,,,,0,,,,,,,,
CPP,35.170204,-120.740685,0.5,CP240527,5/27/24,13.4,,,100,2.27,2.45,2.36,1.48,1.01,1.25,2.1,16.3,0.32,11.6,8.02,,200,0,,,25,0,0,1066.1534,0,0,4264.614,0,0,0,1066.1534,58105.363,19723.838,84226.125,0.5,
SIO,32.867,-117.257,,20240528,5/28/24,17.2,,,100,17.51,17.08,17.3,1.86,1.9,1.88,0.2,9.4,0,,0.42,0,200,0,,,,95748,1252,0,89490,33168,1878,0,8135,7510,1252,24406,121404,384243,,
SMP,34.008,-118.499,,822,5/28/24,17.8,,,200,,,11.97,,,,0.73,,,,0.239,,200,0,,,,0,0,1870,4862,11968,1122,0,,,1122,1496,10098,33660,,
MBB,35.32999,-120.844475,,MBB240528,5/28/24,19.7,,32.2,100,5.67,5.61,5.64,4.2,4.18,4.19,,,,,,,,,,,25,0,0,0,0,0,0,0,0,0,1066.1534,11194.611,0,12260.765,,
SW,34.408043,-119.68485,1,20240528,5/28/24,15.8,13,,188,2.659,,2.659,3.114,,3.114,0.596,4.767,0,0.489,20.635,0.489,188,0,,,50,0,580,1450,0,4340,57610,6950,290,0,0,43720,8110,123050,1,
NP,33.6061,-117.9311,,NP052824,5/28/24,16,,,100,29.74,32.49,31.12,,,,,,,,,,200,0,,,25,132537,15593,2599,0,18191,18191,0,5198,122142,18191,5198,70167,408007,,
MBF,35.370853,-120.858734,,MBF240528,5/28/24,13,,34,100,5.63,5.67,5.65,2.47,2.94,2.705,,,,,,,,,,,25,0,2132.307,0,0,0,6929.9976,0,0,0,2132.307,182845.31,31451.527,225491.45,,
HAB_SCW,36.958,-122.017,,WW052924SC,5/29/24,14,,,25,7.34,7.51,7.42,,,,,,,,,,250,0,,,,,1150,1450,,,,0,,,,,,,,
SIO,32.867,-117.257,,20240603,6/3/24,17.7,,,100,16.77,16.64,16.71,1.42,1.5,1.46,0.1,7.5,0,,0.83,0,200,0,,,,121406,626,1252,82606,33168,626,0,5632,7509,6258,21277,64457,344817,,
MBB,35.32999,-120.844475,,MBB240603,6/3/24,17.1,,32.6,100,1.48,1.53,1.505,2.03,,2.03,,,,,,,,,,,25,0,0,0,0,0,0,0,0,0,0,4797.6904,1599.2302,6396.921,,
SW,34.408043,-119.68485,1,20240603,6/3/24,13.5,14.5,,188,6.844,,6.844,2.918,,2.918,0.93,4.207,0,1,8.653,1,188,0,,,50,0,580,3910,0,140,1450,0,1590,0,0,21420,8400,37490,1,
NP,33.6061,-117.9311,,NP060324,6/3/24,17,,,100,33.18,32.51,32.85,,,,,,,,,,200,0,,,25,194908,0,7796,5198,33784,0,0,18191,23389,0,2599,46778,332643,,
CPP,35.170204,-120.740685,0.5,CP240603,6/3/24,15.6,,,100,5.24,6.31,5.77,5.62,6.8,6.21,0.62,5.35,0.02,1.03,0.49,,200,0,,,25,0,0,533.0767,0,533.0767,110879.96,6929.9976,0,0,0,524547.5,13859.995,657283.6,0.5,
MBF,35.370853,-120.858734,,MBF240603,6/3/24,12.3,,33.8,100,8.82,9.52,9.17,5.33,6.17,5.75,,,,,,,,,,,25,0,0,0,0,533.0767,43179.215,17591.531,533.0767,0,1066.1534,625299,1066.1534,689268.2,,
SMP,34.008,-118.499,,823,6/4/24,17.8,,,200,,,15.9,,,,0.8,,,,0.6,,200,0,,,,0,0,0,2992,5236,5236,0,,,374,6732,19822,42636,,
HAB_SCW,36.958,-122.017,,WW060524SC,6/5/24,13.9,,,25,8.21,6.92,7.57,,,,,,,,,,250,0,,,,,1150,1875,,,,0,,,,,,,,
SIO,32.867,-117.257,,20240610,6/10/24,18.5,,,100,1.55,1.46,1.5,0.48,0.46,0.47,0.18,3,0,,0.52,0,200,0,,,,14393,0,0,626,4381,3755,0,1877,626,1252,16896,16271,60077,,
SMP,34.008,-118.499,,824,6/10/24,18.4,,,200,,,2.16,,,,0.4,,,,0.5,0.1,200,0,,,,0,0,0,0,1122,0,0,,,0,3366,1496,6732,,
MBB,35.32999,-120.844475,,MBB240610,6/10/24,17.6,,33.6,100,3.78,3.89,3.835,1.93,1.79,1.86,,,,,,,,,,,25,0,0,0,0,0,0,0,0,0,0,30918.45,0,30918.45,,
SW,34.408043,-119.68485,1,20240610,6/10/24,13.7,14.5,,188,2.659,,2.659,3.948,,3.948,1.479,8.74,0.247,1.292,56.517,1.045,188,0,,,50,1450,0,430,0,290,7380,0,0,0,0,22440,2750,34740,1,
NP,33.6061,-117.9311,,NP061024,6/10/24,17.3,,,100,2.27,1.79,2.03,,,,,,,,,,200,0,,,25,0,0,0,0,7796,0,0,0,0,0,5198,12994,25988,,
CPP,35.170204,-120.740685,0.5,CP240610,6/10/24,14.8,,,100,3.29,3.04,3.16,2.24,2.17,2.2,0.475,3.419,0.126,1.292,1.51,1.166,200,0,,,25,0,0,5863.8438,0,533.0767,11194.611,2665.3835,0,0,0,93821.5,27719.99,141798.4,0.5,
MBF,35.370853,-120.858734,,MBF240610,6/10/24,13.9,,31.9,100,9.66,9.38,9.52,13.59,12.19,12.89,,,,,,,,,,,25,0,0,1066.1534,0,1599.2302,2132.307,2665.3835,0,0,1066.1534,589582.9,5330.767,604509,,
HAB_SCW,36.958,-122.017,,WW061224SC,6/12/24,14.8,,,25,4.96,5.41,5.18,,,,,,,,,,250,0.015362,,,,,11670,5750,,,,750,,,,,,,,
SIO,32.867,-117.257,,20240617,6/17/24,18.5,,,100,1.63,1.64,1.63,0.39,0.41,0.4,0.12,6.1,0,,0,0,200,0,,,,626,0,0,6258,10013,10639,0,626,5007,0,153947,31289,218405,,
SMP,34.008,-118.499,,825,6/17/24,19.4,,,200,,,1.42,,,,0.4,,0.2,,1.5,0.2,200,0,,,,0,0,748,748,9724,1496,0,,,4114,41140,9350,68442,,
MBB,35.32999,-120.844475,,MBB240617,6/17/24,16.6,,31.5,100,4.38,4.79,4.585,3.69,3.39,3.54,,,,,,,,,,,25,0,0,0,0,0,0,0,0,0,0,7463.074,0,7463.074,,
NP,33.6061,-117.9311,,NP061724,6/17/24,18.6,,,100,3.15,3.13,3.14,,,,,,,,,,200,0,,,25,0,0,0,15593,2599,0,0,2599,0,0,20790,0,41580,,
CPP,35.170204,-120.740685,0.5,CP240617,6/17/24,15.4,,,100,2.77,2.82,2.79,1.09,1.06,1.08,0.949,11.428,0.268,4.423,5.641,4.155,200,0,,,25,0,0,533.0767,0,1066.1534,31984.604,0,0,0,0,14926.148,5330.767,53840.75,0.5,
MBF,35.370853,-120.858734,,MBF240617,6/17/24,12,,33.9,100,3.75,4.14,3.945,5.77,5.44,5.605,,,,,,,,,,,25,0,0,0,0,0,0,0,0,0,0,294791.44,0,294791.44,,
SW,34.408043,-119.68485,1,20240618,6/18/24,17.4,16.7,,188,1.628,,1.628,1.079,,1.079,0.763,8.02,0.215,0.924,75.132,0.709,188,0,,,50,4340,0,0,290,4200,1450,0,140,0,0,5930,5210,21560,1,
HAB_SCW,36.958,-122.017,,WW061924SC,6/19/24,14.2,,,25,3.7,3.63,3.66,,,,,,,,,,250,0.012972,,,,,6230,5400,,,,0,,,,,,,,
SIO,32.867,-117.257,,20240624,6/24/24,20.8,,,100,5.75,5.59,5.67,0.32,0.43,0.38,0.19,7,0,,0.27,0,200,0,,,,11619,0,0,113288,58097,275958,2905,0,5810,2905,1577318,90049,2137949,,
SMP,34.008,-118.499,,826,6/24/24,20,,,200,,,0.75,,,,0.3,,,,0.2,,200,0,,,,0,0,0,0,1496,1496,0,,,0,122672,20196,146608,,
MBB,35.32999,-120.844475,,MBB240624,6/24/24,22.1,,33.1,100,6.06,6.23,6.145,1.88,2.24,2.06,,,,,,,,,,,25,0,0,0,0,0,0,0,0,0,0,12793.842,533.0767,13326.918,,
CPP,35.170204,-120.740685,0.5,CP240624,6/24/24,15.1,,,100,19.16,16.78,17.97,3.15,3.22,3.18,2.512,35.467,0.484,19.798,0.234,19.314,200,0,,,25,0,0,533.0767,0,1066.1534,245748.38,3731.537,0,0,0,155658.4,90623.05,497360.6,0.5,
MBF,35.370853,-120.858734,,MBF240624,6/24/24,14.6,,33.5,100,17.78,18.83,18.305,8.55,3.23,5.89,,,,,,,,,,,25,0,0,0,0,0,27719.99,59704.594,0,0,3198.4604,859319.7,1066.1534,951008.9,,
SW,34.408043,-119.68485,1,20240625,6/25/24,16.5,19,,188,2.626,,2.626,1.941,,1.941,0.806,6.717,0.15,0.383,160.952,0.233,188,0,,,50,580,290,0,0,580,123040,0,0,0,0,181230,870,306590,1,
HAB_SCW,36.958,-122.017,,WW062624SC,6/26/24,14.2,,,25,9.94,8.71,9.33,,,,,,,,,,250,0,,,,,15500,2975,,,,2950,,,,,,,,
NP,33.6061,-117.9311,,NP062624,6/26/24,19,,,100,3.55,3.46,3.51,,,,,,,,,,200,0,,,25,7796,0,0,2599,7796,10395,0,0,0,0,2599,15593,46778,,
SIO,32.867,-117.257,,20240701,7/1/24,19.7,,,100,5.08,5.09,5.09,0.7,0.76,0.73,0.13,7.1,0,,0.42,0,200,0,,,,26909,626,1252,16271,28787,66335,1252,18773,17522,1252,182734,127038,488751,,
SMP,34.008,-118.499,,827,7/1/24,20.8,,,200,,,2.49,,,,0.3,,,,,,200,0.034,,,,0,0,0,748,18326,72930,0,,,1122,97614,11594,203082,,
MBB,35.32999,-120.844475,,MBB240701,7/1/24,17.7,,33.3,100,3.08,3.01,3.045,2.55,2.7,2.625,,,,,,,,,,,25,0,0,0,0,0,0,0,0,0,533.0767,6396.921,0,6929.9976,,
SW,34.408043,-119.68485,1,20240701,7/1/24,14.9,17.2,,188,1.192,,1.192,0.644,,0.644,0.168,2.134,0,0,564.779,0,188,0,,,50,0,0,0,0,3760,0,2900,0,0,0,94670,3180,104510,1,
CPP,35.170204,-120.740685,0.5,CP240701,7/1/24,15.9,,,100,10.63,8.06,9.35,2.67,2.4,2.35,0.848,11.419,0.261,3.255,2.662,2.994,200,0,,,25,533.0767,0,1599.2302,0,3198.4604,10661.534,0,0,0,0,103949.96,9062.305,128471.49,0.5,
MBF,35.370853,-120.858734,,MBF240701,7/1/24,12.2,,33.6,100,6.75,6.27,6.51,5.97,5.94,5.955,,,,,,,,,,,25,0,0,0,0,533.0767,27719.99,14393.071,0,0,0,452049.06,1066.1534,495761.34,,
HAB_SCW,36.958,-122.017,,WW070324SC,7/3/24,15.2,,,25,6.68,6.94,6.81,,,,,,,,,,250,0,,,,,2870,,,,,0,,,,,,,,
CPP,35.170204,-120.740685,0.5,CP240707,7/7/24,17.6,,,100,30.14,35.14,32.64,1.23,1.83,1.53,1.069,16.899,0.321,5.43,0.919,5.109,200,0,,,25,7996.151,0,0,0,2132.307,9062.305,0,0,0,0,13326.918,2132.307,34649.99,0.5,
SIO,32.867,-117.257,,20240708,7/8/24,22.7,,,100,1.97,1.95,1.96,0.59,0.6,0.59,0,3.7,0,,0.45,0,200,0,,,,0,0,0,1252,22529,8761,626,3755,0,626,47561,59450,144560,,
SMP,34.008,-118.499,,828,7/8/24,20.8,,,200,,,1.37,,,,0.3,,,,0.3,,200,0,,,,0,0,0,5236,23936,0,0,,,0,28424,9724,68068,,
MBB,35.32999,-120.844475,,MBB240708,7/8/24,19.3,,33.1,100,4.38,4.37,4.375,1.77,1.92,1.845,,,,,,,,,,,25,0,0,0,0,0,1599.2302,0,0,0,0,7996.151,2132.307,11727.6875,,
SW,34.408043,-119.68485,1,20240708,7/8/24,16,14.3,,188,1.949,,1.949,1.43,,1.43,0.723,9.432,0.108,0.227,8.887,0.119,188,0,,,50,1450,0,580,0,30690,0,0,1590,0,0,3180,10420,47910,1,
NP,33.6061,-117.9311,,NP070824,7/8/24,21.5,,,100,1.38,1.33,1.35,,,,,,,,,,200,0,,,25,0,0,0,0,7796,0,0,0,0,0,18191,0,25988,,
MBF,35.370853,-120.858734,,MBF240708,7/8/24,13.7,,33.4,100,20.99,18.34,19.665,6.38,8.13,7.255,,,,,,,,,,,25,0,0,0,0,0,19190.762,17058.455,0,0,1066.1534,1267656.5,2665.3835,1307637.2,,
HAB_SCW,36.958,-122.017,,WW071024SC,7/10/24,16.6,,,25,2.54,3.14,2.84,,,,,,,,,,250,0,,,,,0,3250,,,,0,,,,,,,,
SIO,32.867,-117.257,,20240715,7/15/24,21.2,,,100,3.81,3.76,3.79,0.99,1.05,1.02,0,3.8,0,,0,1.27,200,0,,,,1877,0,0,3129,8135,14393,5632,1252,0,1877,211522,147064,394881,,
SMP,34.008,-118.499,,829,7/15/24,21.8,,,200,,,2.42,,,,0.4,,,,,,200,0,,,,0,0,0,1496,14212,2244,0,,,0,112948,10472,142868,,
MBB,35.32999,-120.844475,,MBB240715,7/15/24,18.8,,33,100,8.05,7.61,7.83,5.75,5.49,5.62,,,,,,,,,,,25,0,0,0,0,0,0,0,0,0,0,5863.8438,533.0767,6396.921,,
SW,34.408043,-119.68485,1,20240715,7/15/24,15.3,16.4,,188,11.289,,11.289,1.293,,1.293,0.381,9.542,0,0,119.196,0,188,0,,,50,46320,0,430,140,3760,0,0,720,0,0,6660,6370,64400,1,
NP,33.6061,-117.9311,,NP071524,7/15/24,18.5,,,100,3.41,3.35,3.38,,,,,,,,,,200,0,,,25,2599,2599,0,12994,7796,0,0,2599,0,0,15593,15593,64969,,
CPP,35.170204,-120.740685,0.5,CP240715,7/15/24,16.1,,,100,2.78,2.62,2.7,1.11,0.97,1.04,1.188,6.334,0.294,3.958,6.326,3.664,200,0,,,25,1599.2302,533.0767,1066.1534,0,5863.8438,2132.307,0,0,0,0,34649.99,12793.842,58638.44,0.5,
MBF,35.370853,-120.858734,,MBF240715,7/15/24,13.8,,33.5,100,3.3,3.72,3.51,2.33,2.35,2.34,,,,,,,,,,,25,1066.1534,4264.614,0,0,9062.305,0,6929.9976,533.0767,0,1599.2302,68233.82,34116.91,125806.11,,
HAB_SCW,36.958,-122.017,,WW071724SC,7/17/24,15.3,,,25,14.86,13.87,14.37,,,,,,,,,,250,0,,,,,20,5650,,,,0,,,,,,,,
SIO,32.867,-117.257,,20240722,7/22/24,21.4,,,100,4.42,4.47,4.44,0.89,1,0.95,0,1.7,0,,0,0.89,200,0.02,,,,0,0,0,0,69716,461867,26143,2905,0,11619,2411002,95859,3079111,,
SMP,34.008,-118.499,,830,7/22/24,21.6,,,200,,,0.61,,,,0.4,,,,0.3,,200,0,,,,0,0,0,0,0,38862,0,,,0,2156841,4858,2200561,,
MBB,35.32999,-120.844475,,MBB240722,7/22/24,14.4,,33.4,100,5.43,5.32,5.37,2.17,2.36,2.26,,,,,,,,,,,25,0,0,0,0,533.0767,0,0,0,0,533.0767,5863.8438,2132.307,9062.305,,
CPP,35.170204,-120.740685,0.5,CP240722,7/22/24,16.3,,,100,9.18,10.04,9.16,2.08,2.19,2.13,0.457,8.056,0,0.946,0,0.946,200,0,,,25,0,0,0,0,1599.2302,29852.297,0,0,0,0,78895.35,4264.614,114611.49,0.5,
MBF,35.370853,-120.858734,,MBF240722,7/22/24,14.3,,33.3,100,3.57,3.79,3.68,2.48,2.42,2.45,,,,,,,,,,,25,0,0,0,0,0,0,19723.838,0,0,533.0767,60237.67,5863.8438,86358.43,,
SW,34.408043,-119.68485,1,20240723,7/23/24,14.3,16.2,,188,3.58,,3.58,2.154,,2.154,0.901,11.119,0.161,0.373,17.095,0.212,188,0,,,50,21420,0,0,0,1740,35610,0,0,0,0,70060,580,129410,1,
NP,33.6061,-117.9311,,NP072324,7/23/24,19.5,,,100,5.11,5.38,5.25,,,,,,,,,,200,0,,,25,18191,0,0,46778,10395,10395,7796,2599,0,0,18191,80562,197507,,
HAB_SCW,36.958,-122.017,,WW072424SC,7/24/24,16.4,,,25,4.45,4.89,4.67,,,,,,,,,,250,0.02146,,,,,200,800,,,,0,,,,,,,,
SIO,32.867,-117.257,,20240729,7/29/24,20.5,,,100,5.04,5,5.02,1.34,1.17,1.25,0,1,0,,0.5,0.76,200,0.026,,,,0,0,0,0,29049,278863,37763,8715,14524,0,2315143,145240,2829297,,
SMP,34.008,-118.499,,831,7/29/24,21,,,200,,,1.28,,,,0.8,,0.1,,0.9,,200,0,,,,0,0,0,4858,19431,9716,9716,,,0,485775,4858,539210,,
SW,34.408043,-119.68485,1,20240729,7/29/24,15.2,15.4,,188,2.233,,2.233,0.663,,0.663,0.299,3.109,0,0,2.49,0,188,0.039,,,50,3470,0,0,0,2610,335250,2610,0,0,0,350300,6080,700320,1,
CPP,35.170204,-120.740685,0.5,CP240729,7/29/24,14.9,,,100,14.84,15.26,15.05,3.23,3.09,3.16,1.098,13.616,0.307,6.231,0.571,5.924,200,0,,,25,11727.69,4264.614,1066.153,0,15992.3,34116.91,0,0,0,0,231355.3,105549.2,404072.2,0.5,
MBB,35.32999,-120.844475,,MBB240729,7/30/24,20.4,,33.5,100,5.86,6.93,6.4,1.21,1.82,1.76,,,,,,,,,,,25,0,0,0,0,0,0,0,0,0,0,3731.537,0,3731.537,,
NP,33.6061,-117.9311,,NP073024,7/30/24,17.5,,,100,4.15,4.17,4.16,,,,,,,,,,200,0,,,25,5198,0,0,41580,0,25988,0,2599,0,0,36383,62371,179315,,
MBF,35.370853,-120.858734,,MBF240729,7/30/24,14.7,,33.4,100,5.29,6.47,5.88,1.39,1.7,1.3,,,,,,,,,,,25,0,0,0,0,7463.074,9595.381,68233.82,0,0,0,95953.81,15459.225,197238.39,,
HAB_SCW,36.958,-122.017,,WW073124SC,7/31/24,16.3,,,25,21.35,22.49,21.92,,,,,,,,,,250,0.11214,,,,,1730,4600,,,,0,,,,,,,,
CPP,35.170204,-120.740685,0.5,CP240804,8/4/24,16.1,,,100,15.54,14.42,14.98,4.07,3.51,3.79,0.906,9.997,0,1.254,0.266,1.254,200,0,,,25,4797.6904,0,533.0767,0,7996.151,0,16525.379,0,0,0,700462.8,27719.99,758035.1,0.5,
SIO,32.867,-117.257,,20240805,8/5/24,19,,,100,1.75,1.7,1.73,0.7,0.7,0.7,0.33,3.9,0,,0.63,0.49,200,0,,,,4381,0,0,0,4381,7510,1877,1252,3755,0,60077,74469,157702,,
SMP,34.008,-118.499,,832,8/5/24,18.5,,,200,,,2.27,,,,0.5,,0.2,,1.4,,200,0,,,,0,0,0,0,31090,11659,7772,,,0,244831,27204,322555,,
MBB,35.32999,-120.844475,,MBB240805,8/5/24,18.7,,33.4,100,4.56,4.14,4.35,1.5,1.81,1.655,,,,,,,,,,,25,0,0,0,0,0,0,2132.307,0,0,0,7463.074,0,9595.381,,
SW,34.408043,-119.68485,1,20240805,8/5/24,15.5,14.6,,188,1.482,,1.482,0.654,,0.654,0.282,1.005,0,0,39.545,0,188,0,,,50,2030,0,0,0,8690,12740,2030,290,0,0,179200,29820,234800,1,
NP,33.6061,-117.9311,,NP080524,8/5/24,17,,,100,3.95,3.85,3.9,,,,,,,,,,200,0,,,25,0,0,0,15593,5198,0,0,5198,2599,0,59772,33784,124741,,
MBF,35.370853,-120.858734,,MBF240805,8/5/24,13.5,,33.6,100,5.77,7.44,6.605,3.59,4.29,3.94,,,,,,,,,,,25,2665.3835,0,533.0767,0,4264.614,0,58638.44,0,0,0,99685.35,5863.8438,173783.02,,
HAB_SCW,36.958,-122.017,,WW080724SC,8/7/24,16.4,,,25,11.82,11.66,11.74,,,,,,,,,,250,0.113,,,,,5400,2175,,,,0,,,,,,,,
CPP,35.170204,-120.740685,0.5,CP240811,8/11/24,16.8,,,100,8.58,8.71,8.64,1.88,2.05,1.96,0.812,8.813,0,2.211,0.725,2.211,200,0,,,25,2132.307,0,3198.4604,0,29319.22,26120.76,0,0,1066.1534,1066.1534,865183.5,34649.99,962736.56,0.5,
SIO,32.867,-117.257,,20240812,8/12/24,23,,,100,2.17,2.19,2.18,0.64,0.55,0.6,0.13,1.1,0,,0,0,200,0,,,,0,0,0,1877,11891,10639,2503,1878,3755,0,96999,63205,192747,,
SMP,34.008,-118.499,,833,8/12/24,20.8,,,200,,,0.91,,,,0.2,,,,0.3,,200,0,,,,0,0,0,374,28424,2992,0,,,0,5984,6732,45254,,
MBB,35.32999,-120.844475,,MBB240812,8/12/24,20.1,,33.2,100,6.06,6.28,6.17,1.88,1.99,1.935,,,,,,,,,,,25,0,0,0,0,1066.1534,0,0,0,0,0,3731.537,1599.2302,6396.921,,
SW,34.408043,-119.68485,1,20240812,8/12/24,15.8,18.1,,188,26.001,,26.001,5.06,,5.06,0.648,3.437,0,0,6.761,0,188,0,,,50,195130,0,3760,0,12450,0,0,6660,0,0,4920,6370,229290,1,
NP,33.6061,-117.9311,,NP081224,8/12/24,22,,,100,3.13,2.96,3.04,,,,,,,,,,200,0,,,25,0,0,0,0,7796,28586,7796,0,0,0,111747,31185,194908,,
MBF,35.370853,-120.858734,,MBF240812,8/12/24,13.8,,33.5,100,9.78,10.85,10.315,1.99,2.39,2.19,,,,,,,,,,,25,19723.838,4797.6904,533.0767,0,10661.534,0,9595.381,0,0,9062.305,146063.02,22389.223,223892.22,,
HAB_SCW,36.958,-122.017,,WW081424SC,8/14/24,14.5,,,25,9.93,6.99,8.46,,,,,,,,,,250,0.011252,,,,,41280,1100,,,,0,,,,,,,,
CPP,35.170204,-120.740685,0.5,CP240818,8/18/24,16.7,,,100,7.04,7.24,7.14,1.74,1.49,1.61,1.092,12.486,0,3.276,0.42,3.276,200,0,,,25,7463.074,0,1599.2302,0,22389.223,0,0,1066.1534,0,0,416332.94,32517.68,481368.28,0.5,
SIO,32.867,-117.257,,20240819,8/19/24,23.5,,,100,3.35,3.28,3.31,0.99,0.96,0.98,0.16,1.7,0,,0.46,0,200,0,,,,0,626,0,0,50689,1877,0,626,18774,15019,107638,176477,371726,,
SMP,34.008,-118.499,,834,8/19/24,23.5,,,200,,,0.91,,,,0.3,,,,0.3,,200,0,,,,0,0,0,0,15708,0,0,,,0,80784,6732,103972,,
MBB,35.32999,-120.844475,,MBB240819,8/19/24,20,,32.4,100,6.31,5.83,6.07,1.94,2,1.97,,,,,,,,,,,25,2665.3835,0,0,0,0,0,0,0,0,0,7996.151,0,10661.534,,
SW,34.408043,-119.68485,1,20240819,8/19/24,18.5,19.8,,188,3.813,,3.813,1.079,,1.079,0.228,3.738,0,0,56.503,0,188,0,,,50,4340,0,290,0,85690,2030,870,870,0,0,48350,6080,148520,1,
MBF,35.370853,-120.858734,,MBF240819,8/19/24,14.1,,33.6,100,8.94,11.11,10.025,2.413,2.13,2.2715,,,,,,,,,,,25,24521.53,1066.1534,533.0767,0,15992.302,41046.906,14393.071,533.0767,2132.307,8529.228,466975.22,17591.531,594380.56,,
NP,33.6061,-117.9311,,NP082024,8/20/24,22.2,,,100,1.18,1.12,1.15,,,,,,,,,,200,0,,,25,0,0,0,2599,0,0,0,0,0,0,23389,31185,57173,,
